code,name,terrestrial,freshwater,marine,oligohaline,status,eu_concern
R02566,Callithrix jacchus,1,0,0,0,Q,0
R02567,Callithrix penicillata,1,0,0,0,Q,0
R02568,Callitriche brutia,1,1,0,0,A,0
R02569,Callitriche terrestris,1,1,0,0,A,0
R02570,Callonetta leucophrys,1,0,0,0,Q,0
R02571,Callopistria maillardi,1,0,0,0,A,0
R02572,Callopsylla gemina,1,0,0,0,A,0
R02573,Callosciurus erythraeus,1,0,0,0,A,1
R02574,Callosciurus finlaysonii,1,0,0,0,A,0
R02576,Callosobruchus chinensis,1,0,0,0,A,0
R02577,Callosobruchus maculatus,1,0,0,0,A,0
R02578,Callosobruchus phaseoli,1,0,0,0,A,0
R02579,Calluna vulgaris,1,0,0,0,A,0
R02580,Calocedrus decurrens,1,0,0,0,A,0
R02581,Calocera pallidospathulata,1,0,0,0,A,0
R02582,Calodendrum capense,1,0,0,0,A,0
R02583,Calodromius bifasciatus,1,0,0,0,Q,0
R02584,Caloglyphus berlesei,1,0,0,0,C,0
R02585,Calomnion complanatum,1,0,0,0,A,0
R02586,Calonectria kyotensis,1,0,0,0,C,0
R02587,Calophya rhois,1,0,0,0,A,0
R02588,Caloptilia azaleella,1,0,0,0,A,0
R02591,Calotis cuneifolia,1,0,0,0,A,0
R02592,Calotis hispidula,1,0,0,0,A,0
R02593,Calotis lappulacea,1,0,0,0,A,0
R02594,Calotropis procera,1,0,0,0,A,0
R02595,Calvatia tatrensis,1,0,0,0,A,0
R02596,Calycanthus floridus,1,0,0,0,A,0
R02597,Calymmaderus oblongus,1,0,0,0,A,0
R02598,Calyptraea chinensis,0,0,1,0,A,0
R02599,Calyptrochaeta apiculata,1,0,0,0,A,0
R02600,Calystegia pulchra,1,0,0,0,A,0
R02605,Calystegia sepium subsp. sepium,1,0,0,0,A,0
R02607,Calystegia sepium subsp. spectabilis,1,0,0,0,A,0
R02609,Calystegia silvatica,1,0,0,0,A,0
R02610,Calystegia soldanella,1,0,0,0,A,0
R02612,Calystegia x howittiorum,1,0,0,0,A,0
R02613,Calystegia x lucana,1,0,0,0,A,0
R02614,Calystegia x scanica,1,0,0,0,A,0
R02615,Camassia quamash,1,0,0,0,A,0
R02616,Cambarincola mesochoreus,0,1,0,0,Q,0
R02617,Camelina alyssum subsp. alyssum,1,0,0,0,A,0
R02618,Camelina alyssum subsp. integerrima,1,0,0,0,A,0
R02619,Camelina anomala,1,0,0,0,A,0
R02620,Camelina laxa,1,0,0,0,A,0
R02621,Camelina microcarpa,1,0,0,0,A,0
R02626,Camelina rumelica,1,0,0,0,A,0
R02627,Camelina sativa,1,0,0,0,A,0
R02633,Camellia japonica,1,0,0,0,A,0
R02634,Camellia sinesis,1,0,0,0,A,0
R02635,Cameraria ohridella,1,0,0,0,A,0
R02636,Campanula alliariifolia,1,0,0,0,A,0
R02637,Campanula aparinoides,1,0,0,0,A,0
R02638,Campanula carpatica,1,0,0,0,A,0
R02639,Campanula cochlearifolia,1,0,0,0,A,0
R02640,Campanula erinus,1,0,0,0,A,0
R02641,Campanula fenestrellata,1,0,0,0,A,0
R02642,Campanula fragilis,1,0,0,0,A,0
R02643,Campanula garganica,1,0,0,0,A,0
R02644,Campanula glomerata,1,0,0,0,A,0
R02646,Campanula glomerata subsp. elliptica,1,0,0,0,A,0
R02649,Campanula latifolia,1,0,0,0,A,0
R02651,Campanula latiloba,1,0,0,0,A,0
R02652,Campanula lusitanica,1,0,0,0,A,0
R02653,Campanula medium,1,0,0,0,A,0
R02654,Campanula patula,1,0,0,0,A,0
R02655,Campanula persicifolia,1,0,0,0,A,0
R02656,Campanula portenschlagiana,1,0,0,0,A,0
R02657,Campanula poscharskyana,1,0,0,0,A,0
R02658,Campanula pyramidalis,1,0,0,0,A,0
R02659,Campanula rapunculoides,1,0,0,0,A,0
R02660,Campanula rapunculus,1,0,0,0,A,0
R02661,Campanula rhomboidalis,1,0,0,0,A,0
R02662,Campanula rotundifolia subsp. rotundifolia,1,0,0,0,A,0
R02663,Campanula sibirica,1,0,0,0,A,0
R02664,Campanula x iserana,1,0,0,0,A,0
R02665,Campodea fragilis,1,0,0,0,C,0
R02666,Campodea lubbocki,1,0,0,0,A,0
R02667,Campodea quilisi,1,0,0,0,Q,0
R02668,Campodea rhopalota,1,0,0,0,Q,0
R02679,Camponotus vagus,1,0,0,0,A,0
R02680,Campsis radicans,1,0,0,0,A,0
R02684,Campylopus incrassatus,1,0,0,0,C,0
R02685,Campylopus introflexus,1,0,0,0,A,0
R02686,Campylopus pyriformis,1,0,0,0,A,0
R02687,Canadian goldenrod,0,0,0,0,NULL,0
R02688,Cancer irroratus,0,0,1,0,A,0
R02695,Canna flaccida,1,0,0,0,A,0
R02696,Canna indica,1,0,0,0,A,0
R02698,Canna x generalis,1,0,0,0,A,0
R02700,Cannabis sativa,1,0,0,0,A,0
R02701,Cannabis sativa subsp. indica,1,0,0,0,A,0
R02702,Cannabis sativa subsp. sativa,1,0,0,0,A,0
R02705,Cantareus apertus,1,0,0,0,C,0
R02710,Capitellethus dispar,0,0,1,0,Q,0
R02712,Capoeta capoeta capoeta,0,1,0,0,A,0
R02713,Capparis spinosa,1,0,0,0,A,0
R02717,Capra hircus,1,0,0,0,A,0
R02718,Capra ibex,1,0,0,0,A,0
R02720,Caprella mutica,0,0,1,0,A,0
R02721,Caprella scaura,0,0,1,0,A,0
R02725,Capsella bursa-pastoris,1,0,0,0,A,0
R02727,Capsella grandiflora,1,0,0,0,A,0
R02728,Capsella orientalis,1,0,0,0,C,0
R02730,Capsicum annuum,1,0,0,0,A,0
R02732,Carabus auratus,1,0,0,0,Q,0
R02733,Carabus cancellatus,1,0,0,0,Q,0
R02734,Carabus convexus,1,0,0,0,Q,0
R02735,Carabus nemoralis,1,0,0,0,Q,0
R02736,Caracara plancus,1,0,0,0,Q,0
R02737,Caracollina lenticula,1,0,0,0,NULL,0
R02738,Caragana arborescens,1,0,0,0,A,0
R02739,Caragana frutex,1,0,0,0,A,0
R02742,Carassius auratus auratus,0,1,0,0,A,0
R02743,Carassius carassius,0,1,0,0,A,0
R02744,Carassius gibelio,0,1,0,0,A,0
R02750,Carcinops pumilio,1,0,0,0,C,0
R02751,Carcinops troglodytes,1,0,0,0,A,0
R02753,Cardamine bulbifera,1,0,0,0,A,0
R02754,Cardamine chelidonia,1,0,0,0,A,0
R02755,Cardamine corymbosa,1,0,0,0,A,0
R02757,Cardamine glanduligera,1,0,0,0,A,0
R02758,Cardamine heptaphylla,1,0,0,0,A,0
R02759,Cardamine hirsuta,1,0,0,0,A,0
R02760,Cardamine impatiens,1,0,0,0,A,0
R02761,Cardamine parviflora,1,0,0,0,A,0
R02762,Cardamine pentaphyllos,1,0,0,0,A,0
R02763,Cardamine pratensis,1,0,0,0,A,0
R02765,Cardamine raphanifolia,1,0,0,0,A,0
R02766,Cardamine trifolia,1,0,0,0,A,0
R02771,Cardaria draba,1,0,0,0,A,0
R02774,Cardinalis cardinalis,1,0,0,0,Q,0
R02775,Cardiocondyla emeryi,1,0,0,0,A,0
R02776,Cardiocondyla mauritanica,1,0,0,0,A,0
R02778,Cardiocondyla obscurior,1,0,0,0,A,0
R02780,Cardiophorus bipunctatus,1,0,0,0,Q,0
R02782,Cardiophorus taylori,1,0,0,0,A,0
R02783,Cardiospermum grandiflorum,1,0,0,0,A,0
R02784,Cardiospermum halicacabum,1,0,0,0,A,0
R02787,Carduelis carduelis,1,0,0,0,A,0
R02788,Carduelis chloris,1,0,0,0,A,0
R02790,Carduelis sinica,1,0,0,0,Q,0
R02794,Carduus acanthoides,1,0,0,0,A,0
R02795,Carduus bourgeanus,1,0,0,0,A,0
R02797,Carduus collinus,1,0,0,0,A,0
R02798,Carduus crispus,1,0,0,0,A,0
R02799,Carduus crispus subsp. multiflorus,1,0,0,0,A,0
R02800,Carduus hamulosus,1,0,0,0,A,0
R02801,Carduus nutans,1,0,0,0,A,0
R02802,Carduus pycnocephalus,1,0,0,0,A,0
R02803,Carduus tenuiflorus,1,0,0,0,A,0
R02810,Carex alba,1,0,0,0,A,0
R02811,Carex bebbii,1,0,0,0,A,0
R02812,Carex bohemica,1,0,0,0,A,0
R02813,Carex buchananii,1,0,0,0,A,0
R02815,Carex caryophyllea,1,0,0,0,A,0
R02816,Carex crawfordii,1,0,0,0,A,0
R02817,Carex crus-corvi,1,0,0,0,A,0
R02818,Carex davalliana,1,0,0,0,A,0
R02819,Carex debilis,1,0,0,0,A,0
R02820,Carex hirta,1,0,0,0,A,0
R02821,Carex intumescens,1,0,0,0,A,0
R02822,Carex livida,1,0,0,0,A,0
R02823,Carex macloviana,1,0,0,0,A,0
R02824,Carex morrowii,1,0,0,0,A,0
R02826,Carex muricata subsp. muricata,1,0,0,0,A,0
R02827,Carex muskingumensis,1,0,0,0,A,0
R02828,Carex nigra,1,0,0,0,A,0
R02830,Carex panicea,1,0,0,0,A,0
R02831,Carex pendula,1,0,0,0,A,0
R02833,Carex praticola,1,0,0,0,A,0
R02834,Carex scoparia,1,0,0,0,A,0
R02835,Carex straminea,1,0,0,0,A,0
R02836,Carex strigosa,1,0,0,0,A,0
R02838,Carex tribuloides,1,0,0,0,A,0
R02839,Carex turkestanica,1,0,0,0,A,0
R02840,Carex viridula,1,0,0,0,A,0
R02841,Carex vulpina,1,0,0,0,A,0
R02842,Carex vulpinoidea,1,0,0,0,A,0
R02843,Carica papaya,1,0,0,0,A,0
R02845,Carlina acanthifolia,1,0,0,0,A,0
R02846,Carlina acaulis,1,0,0,0,A,0
R02847,Carlina vulgaris,1,0,0,0,A,0
R02850,Carniella brignolii,1,0,0,0,C,0
R02851,Carpelimus bilineatus,1,0,0,0,C,0
R02852,Carpelimus corticinus,1,0,0,0,C,0
R02853,Carpelimus gracilis,1,0,0,0,C,0
R02854,Carpelimus pusillus,1,0,0,0,C,0
R02855,Carpelimus subtilis,1,0,0,0,C,0
R02856,Carpelimus zealandicus,1,0,0,0,A,0
R02857,Carpesium cernuum,1,0,0,0,A,0
R02858,Carphoborus rossicus,1,0,0,0,Q,0
R02859,Carpinus betulus,1,0,0,0,A,0
R02860,Carpobrotus acinaciformis,1,0,0,0,A,0
R02861,Carpobrotus chilensis,1,0,0,0,A,0
R02862,Carpobrotus edulis,1,0,0,0,A,0
R02863,Carpobrotus edulis var. rubescens,1,0,0,0,A,0
R02864,Carpobrotus glaucescens,1,0,0,0,A,0
R02865,Carpobrotus quadrifidus,1,0,0,0,A,0
R02867,Carpodacus roseus,1,0,0,0,Q,0
R02871,Carpophilus bifenestratus,1,0,0,0,A,0
R02872,Carpophilus bipustulatus,1,0,0,0,C,0
R02873,Carpophilus dimidiatus,1,0,0,0,A,0
R02875,Carpophilus fumatus,1,0,0,0,A,0
R02876,Carpophilus hemipterus,1,0,0,0,A,0
R02877,Carpophilus ligneus,1,0,0,0,A,0
R02878,Carpophilus marginellus,1,0,0,0,A,0
R02879,Carpophilus mutilatus,1,0,0,0,A,0
R02880,Carpophilus nepos,1,0,0,0,A,0
R02881,Carpophilus nitidus,1,0,0,0,Q,0
R02882,Carpophilus obsoletus,1,0,0,0,A,0
R02883,Carpophilus pilosellus,1,0,0,0,A,0
R02884,Carpophilus quadrisignatus,1,0,0,0,A,0
R02885,Carpophilus succisus,1,0,0,0,A,0
R02886,Carpophilus zeaphilus,1,0,0,0,A,0
R02888,Carrichtera annua,1,0,0,0,A,0
R02889,Carterocephalus palaemon,1,0,0,0,A,0
R02890,Carthamus dentatus,1,0,0,0,C,0
R02891,Carthamus glaucus,1,0,0,0,A,0
R02892,Carthamus lanatus,1,0,0,0,A,0
R02894,Carthamus tinctorius,1,0,0,0,A,0
R02895,Cartodere australicus,1,0,0,0,A,0
R02896,Cartodere bifasciata,1,0,0,0,A,0
R02897,Cartodere constricta,1,0,0,0,C,0
R02899,Cartodere delamarei,1,0,0,0,A,0
R02900,Cartodere nodifer,1,0,0,0,A,0
R02902,Carulaspis visci,1,0,0,0,A,0
R02903,Carum carvi,1,0,0,0,A,0
R02904,Carupa tenuipes,0,0,1,0,A,0
R02905,Carya cordiformis,1,0,0,0,A,0
R02906,Carya ovata,1,0,0,0,A,0
R02907,Caryedon serratus,1,0,0,0,A,0
R02908,Caryoborus chiriquensis,1,0,0,0,Q,0
R02909,Caryophyllaeides fennica,0,1,0,0,C,0
R02910,Caryophyllaeides laticeps,0,1,0,0,C,0
R02914,Caspiobdella fadejewi,0,1,0,0,A,0
R02915,Cassiopea andromeda,0,0,1,0,A,0
R02916,Castanea crenata,1,0,0,0,A,0
R02917,Castanea sativa,1,0,0,0,A,0
R02919,Castor canadensis,1,1,0,0,A,0
R02921,Casuarina cunninghamiana,1,0,0,0,A,0
R02922,Casuarina equisetifolia,1,0,0,0,A,0
R02923,Casuarina glauca,1,0,0,0,A,0
R02925,Catalpa bignonioides,1,0,0,0,A,0
R02926,Catalpa ovata,1,0,0,0,A,0
R02927,Catananche caerulea,1,0,0,0,A,0
R02928,Catananche lutea,1,0,0,0,A,0
R02929,Catapodium marinum,1,0,0,0,A,0
R02932,Catharanthus roseus,1,0,0,0,A,0
R02933,Catharosia pygmaea,1,0,0,0,A,0
R02934,Cathartes aura,1,0,0,0,Q,0
R02935,Cathartus quadricollis,1,0,0,0,Q,0
R02936,Cathormiocerus curvipes,1,0,0,0,A,0
R02937,Catogenus rufus,1,0,0,0,Q,0
R02938,Catops fuliginosus,1,0,0,0,Q,0
R02939,Catopsilia florella,1,0,0,0,A,0
R02941,Catostomus catostomus,0,1,0,0,A,0
R02943,Catostomus commersonii,0,1,0,0,A,0
R02947,Caucalis platycarpos,1,0,0,0,A,0
R02955,Caulerpa scalpelliformis,0,0,1,0,A,0
R02956,Caulerpa taxifolia,0,0,1,0,A,0
R02958,Caulophilus latinosus,1,0,0,0,Q,0
R02959,Caulophilus oryzae,1,0,0,0,A,0
R02961,Cavia porcellus,1,0,0,0,Q,0
R02962,Ceanothus x delilianus,1,0,0,0,A,0
R02963,Cebus apella,1,0,0,0,Q,0
R02964,Cecidophyopsis hendersoni,1,0,0,0,A,0
R02965,Cecidophyopsis malpighianus,1,0,0,0,A,0
R02966,Cecidophyopsis psilapsis,1,0,0,0,A,0
R02967,Cecidophyopsus grossulariae,1,0,0,0,A,0
R02968,Cecidophyopsus ribis,1,0,0,0,A,0
R02969,Cecilioides acicula,1,0,0,0,NULL,0
R02972,Cedronella canariensis,1,0,0,0,A,0
R02973,Cedrus atlantica,1,0,0,0,A,0
R02974,Cedrus deodara,1,0,0,0,A,0
R02975,Cedrus libani,1,0,0,0,A,0
R02976,Celastrus orbiculatus,1,0,0,0,A,0
R02977,Celastrus scandens,1,0,0,0,A,0
R02978,Cellana rota,0,0,1,0,A,0
R02979,Celleporaria aperta,0,0,1,0,A,0
R02980,Celleporaria pilaefera,0,0,1,0,A,0
R02981,Celleporella carolinensis,0,0,1,0,A,0
R02982,Celosia argentea,1,0,0,0,A,0
R02984,Celtis australis,1,0,0,0,A,0
R02986,Celtis occidentalis,1,0,0,0,A,0
R02987,Celtodoryx ciocalyptoides,0,0,1,0,A,0
R02988,Cenchrus biflorus,1,0,0,0,A,0
R02989,Cenchrus ciliaris,1,0,0,0,A,0
R02991,Cenchrus echinatus,1,0,0,0,A,0
R02992,Cenchrus flaccidus,1,0,0,0,A,0
R02994,Cenchrus longispinus,1,0,0,0,A,0
R02995,Cenchrus macrourus,1,0,0,0,A,0
R02999,Cenchrus purpureus,1,0,0,0,A,0
R03000,Pennisetum setaceum,1,0,0,0,A,1
R03001,Cenopalpus pulcher,1,0,0,0,A,0
R03002,Centaurea acaulis,1,0,0,0,A,0
R03004,Centaurea alba,1,0,0,0,A,0
R03006,Centaurea arenaria,1,0,0,0,A,0
R03008,Centaurea aspera subsp. aspera,1,0,0,0,A,0
R03009,Centaurea atropurpurea,1,0,0,0,A,0
R03010,Centaurea benedicta,1,0,0,0,A,0
R03011,Centaurea calcitrapa,1,0,0,0,A,0
R03013,Centaurea collina,1,0,0,0,A,0
R03019,Centaurea dichroantha,1,0,0,0,A,0
R03020,Centaurea diffusa,1,0,0,0,A,0
R03022,Centaurea diffusa x stoebe subsp. stoebe,1,0,0,0,A,0
R03023,Centaurea diluta,1,0,0,0,A,0
R03026,Centaurea eriophora,1,0,0,0,A,0
R03027,Centaurea glaberrima,1,0,0,0,A,0
R03028,Centaurea hyalolepis,1,0,0,0,A,0
R03029,Centaurea iberica,1,0,0,0,A,0
R03030,Centaurea jacea,1,0,0,0,A,0
R03032,Centaurea macrocephala,1,0,0,0,A,0
R03033,Centaurea macroptilon,1,0,0,0,A,0
R03034,Centaurea majorovii,1,0,0,0,A,0
R03035,Centaurea melitensis,1,0,0,0,A,0
R03038,Centaurea napifolia,1,0,0,0,A,0
R03040,Centaurea nigra,1,0,0,0,A,0
R03043,Centaurea nigra x phrygia,1,0,0,0,A,0
R03045,Centaurea nigrescens subsp. nigrescens,1,0,0,0,A,0
R03046,Centaurea orientalis,1,0,0,0,A,0
R03047,Centaurea pallescens,1,0,0,0,A,0
R03048,Centaurea paniculata,1,0,0,0,A,0
R03050,Centaurea pectinata,1,0,0,0,A,0
R03052,Centaurea phrygia subsp. phrygia,1,0,0,0,A,0
R03053,Centaurea pseudomaculosa,1,0,0,0,A,0
R03054,Centaurea pullata,1,0,0,0,A,0
R03055,Centaurea ragusina,1,0,0,0,A,0
R03056,Centaurea rhaetica,1,0,0,0,A,0
R03058,Centaurea rupestris,1,0,0,0,A,0
R03062,Centaurea scabiosa,1,0,0,0,A,0
R03063,Centaurea scabiosa subsp. spinulosa,1,0,0,0,A,0
R03064,Centaurea solstitialis,1,0,0,0,A,0
R03067,Centaurea sphaerocephala subsp. lusitanica,1,0,0,0,A,0
R03068,Centaurea stoebe,1,0,0,0,A,0
R03070,Centaurea virgata subsp. squarrosa,1,0,0,0,A,0
R03075,Centaurium erythraea,1,0,0,0,A,0
R03076,Centaurium erythraea subsp. grandiflorum,1,0,0,0,A,0
R03077,Centaurium maritimum,1,0,0,0,A,0
R03078,Centaurium pulchellum,1,0,0,0,A,0
R03081,Centaurium tenuiflorum subsp. tenuiflorum,1,0,0,0,A,0
R03082,Centetostoma bacilliferum,1,0,0,0,A,0
R03083,Centipeda minima,1,0,0,0,A,0
R03086,Centranthus macrosiphon,1,0,0,0,A,0
R03088,Centranthus ruber subsp. ruber,1,0,0,0,A,0
R03089,Centranthus ruber subsp. sibthorpii,1,0,0,0,A,0
R03090,Centrolabrus exoletus,0,0,1,0,A,0
R03092,Centropages furcatus,0,0,1,0,A,0
R03093,Centruroides gracilis,1,0,0,0,A,0
R03095,Centurus carolinensis,1,0,0,0,Q,0
R03096,Cepaea nemoralis,1,0,0,0,NULL,0
R03097,Cephalaria alpina,1,0,0,0,A,0
R03098,Cephalaria gigantea,1,0,0,0,A,0
R03099,Cephalaria radiata,1,0,0,0,A,0
R03100,Cephalaria syriaca,1,0,0,0,A,0
R03102,Cephalaria transsylvanica,1,0,0,0,A,0
R03103,Cephalcia abietis,1,0,0,0,A,0
R03104,Cephalcia alashanica,1,0,0,0,A,0
R03105,Cephalcia alpina,1,0,0,0,A,0
R03106,Cephalcia erythrogaster,1,0,0,0,A,0
R03107,Cephalcia lariciphila,1,0,0,0,A,0
R03108,Cephaloidophora mucronata,0,0,0,0,NULL,0
R03109,Cephaloidophora similis,0,0,0,0,NULL,0
R03110,Cephalotaxus fortunei,1,0,0,0,A,0
R03112,Cephenemyia trompe,1,0,0,0,A,0
R03113,Cephennium gallicum,1,0,0,0,A,0
R03114,Ceraleurodicus varus,1,0,0,0,A,0
R03115,Cerambyx carinatus,1,0,0,0,A,0
R03116,Cerambyx cerdo,1,0,0,0,A,0
R03117,Cerambyx nodulosus,1,0,0,0,A,0
R03120,Ceramium bisporum,0,0,1,0,Q,0
R03122,Ceramium strobiliforme,0,0,1,0,A,0
R03123,Cerastium arvense,1,0,0,0,A,0
R03124,Cerastium arvense x tomentosum,1,0,0,0,A,0
R03126,Cerastium biebersteinii,1,0,0,0,A,0
R03127,Cerastium brachypetalum,1,0,0,0,A,0
R03129,Cerastium comatum,1,0,0,0,A,0
R03130,Cerastium dichotomum,1,0,0,0,A,0
R03131,Cerastium dubium,1,0,0,0,A,0
R03132,Cerastium fontanum,1,0,0,0,A,0
R03133,Cerastium fontanum subsp. vulgare,1,0,0,0,A,0
R03134,Cerastium glomeratum,1,0,0,0,A,0
R03135,Cerastium ligusticum,1,0,0,0,A,0
R03136,Cerastium perfoliatum,1,0,0,0,A,0
R03138,Cerastium pumilum subsp. pumilum,1,0,0,0,A,0
R03139,Cerastium siculum,1,0,0,0,A,0
R03140,Cerastium tomentosum,1,0,0,0,A,0
R03141,Cerastium x maureri,1,0,0,0,A,0
R03147,Cerataphis brasiliensis,1,0,0,0,A,0
R03148,Cerataphis lataniae,1,0,0,0,A,0
R03149,Cerataphis orchidearum,1,0,0,0,A,0
R03150,Ceratina cucurbitina,1,0,0,0,A,0
R03152,Ceratitis capitata,1,0,0,0,A,0
R03156,Ceratocapnos claviculata subsp. claviculata,1,0,0,0,A,0
R03157,Ceratocarpus arenarius,1,0,0,0,A,0
R03158,Ceratocephala testiculata,1,0,0,0,A,0
R03162,Ceratocystis fimbriata,1,0,0,0,A,0
R03164,Ceratocystis paradoxa,1,0,0,0,A,0
R03165,Ceratocystis platani,1,0,0,0,A,0
R03167,Ceratonia siliqua,1,0,0,0,A,0
R03170,Ceratophyllum submersum,0,1,0,1,C,0
R03172,Ceratophyllus columbae,1,0,0,0,A,0
R03173,Ceratopteris thalictroides,1,1,0,0,A,0
R03174,Ceratosphys poculifer,1,0,0,0,A,0
R03175,Ceratostigma plumbaginoides,1,0,0,0,A,0
R03177,Cercidiphyllum japonicum,1,0,0,0,A,0
R03178,Cercis siliquastrum,1,0,0,0,A,0
R03179,Cercopagis pengoi,0,1,1,1,A,0
R03181,Cercospora apii,1,0,0,0,C,0
R03182,Cercospora kikuchii,1,0,0,0,A,0
R03183,Cercospora perfoliata,1,0,0,0,A,0
R03184,Cercospora petroselini,1,0,0,0,A,0
R03185,Cercospora thalictri,1,0,0,0,C,0
R03186,Cercyon depressus,1,0,0,0,Q,0
R03188,Cercyon inquinatus,1,0,0,0,A,0
R03189,Cercyon laminatus,1,0,0,0,A,0
R03190,Cercyon nigriceps,1,0,0,0,A,0
R03191,Cercyon obsoletus,1,0,0,0,Q,0
R03192,Cercyon quisquilius,1,0,0,0,Q,0
R03193,Cereal yellow dwarf virus,0,0,0,0,NULL,0
R03196,Cereus hildmannianus,1,0,0,0,A,0
R03198,Cerinthe major,1,0,0,0,A,0
R03199,Cerinthe minor,1,0,0,0,A,0
R03201,Cerithidium diplax,0,0,1,0,A,0
R03202,Cerithiopsis pulvis,0,0,1,0,A,0
R03203,Cerithiopsis tenthrenois,0,0,1,0,A,0
R03204,Cerithium litteratum,0,0,1,0,A,0
R03205,Cerithium nesioticum,0,0,1,0,A,0
R03206,Cerithium scabridum,0,0,1,0,A,0
R03207,Cernuella cisalpina,1,0,0,0,NULL,0
R03209,Cernuella neglecta,1,0,0,0,NULL,0
R03210,Cernuella virgata,1,0,0,0,NULL,0
R03211,Cerobasis annulata,1,0,0,0,A,0
R03213,Cerodontha unisetiorbita,1,0,0,0,A,0
R03214,Ceroplastes ceriferus,1,0,0,0,A,0
R03215,Ceroplastes floridensis,1,0,0,0,A,0
R03216,Ceroplastes japonicus,1,0,0,0,A,0
R03217,Ceroplastes rusci,1,0,0,0,A,0
R03218,Ceroplastes sinensis,1,0,0,0,A,0
R03221,Cerotelium fici,1,0,0,0,A,0
R03225,Cervus elaphus,1,0,0,0,A,0
R03227,Cervus nippon,1,0,0,0,A,0
R03228,Cervus nippon hortulorum,1,0,0,0,Q,0
R03231,Cestrum aurantiacum,1,0,0,0,A,0
R03232,Cestrum diurnum,1,0,0,0,A,0
R03233,Cestrum elegans,1,0,0,0,A,0
R03235,Cestrum nocturnum,1,0,0,0,A,0
R03238,Ceuthospora foliicola,1,0,0,0,C,0
R03239,Ceutorhynchus assimilis,1,0,0,0,A,0
R03242,Chabertia ovina,1,0,0,0,C,0
R03243,Chaenomeles japonica,1,0,0,0,A,0
R03245,Chaenomeles speciosa,1,0,0,0,A,0
R03247,Chaenorhinum origanifolium,1,0,0,0,A,0
R03250,Chaerophyllum aromaticum,1,0,0,0,A,0
R03251,Chaerophyllum aureum,1,0,0,0,A,0
R03252,Chaerophyllum bulbosum,1,0,0,0,A,0
R03254,Chaerophyllum byzantinum,1,0,0,0,A,0
R03255,Chaerophyllum hirsutum,1,0,0,0,A,0
R03256,Chaerophyllum prescottii,1,0,0,0,A,0
R03258,Chaerophyllum temulum,1,0,0,0,A,0
R03259,Chaetanaphothrips orchidii,1,0,0,0,A,0
R03261,Chaetoceros concavicornis,0,0,1,0,A,0
R03262,Chaetoceros peruvianus,0,0,1,0,A,0
R03263,Chaetoceros rostratus,0,0,1,0,A,0
R03264,Chaetocnema hortensis,1,0,0,0,A,0
R03265,Chaetococcus bambusae,1,0,0,0,A,0
R03266,Chaetogammarus ischnus,0,1,1,1,A,0
R03267,Chaetogammarus warpachowskyi,0,1,0,0,A,0
R03268,Chaetogaster limnaei,0,1,0,0,Q,0
R03270,Chaetophiloscia sicula,1,0,0,0,A,0
R03271,Chaetopogon fasciculatus,1,0,0,0,A,0
R03273,Chaetosiphon fragaefolii,1,0,0,0,A,0
R03274,Chaetozone corona,0,0,1,0,C,0
R03276,Chaitophorus populifolii,1,0,0,0,A,0
R03277,Chaitophorus saliapterus quinquemaculatus,1,0,0,0,A,0
R03278,Chaiturus marrubiastrum,1,0,0,0,A,0
R03281,Chalcides sphenopsiformis,1,0,0,0,Q,0
R03282,Chalcionellus decemstriatus tingitanus,1,0,0,0,A,0
R03283,Chalcophora mariana,1,0,0,0,A,0
R03284,Chama asperella,0,0,1,0,A,0
R03287,Chama pacifica,0,0,1,0,A,0
R03288,Chamaecrista fasciculata,1,0,0,0,A,0
R03289,Chamaecrista nictitans,1,0,0,0,A,0
R03290,Chamaecyparis lawsoniana,1,0,0,0,A,0
R03292,Chamaecyparis pisifera,1,0,0,0,A,0
R03293,Chamaecyparis thyoides,1,0,0,0,A,0
R03301,Chamaecytisus x versicolor,1,0,0,0,Q,0
R03302,Chamaedaphne calyculata,1,0,0,0,A,0
R03303,Chamaedorea elegans,1,0,0,0,A,0
R03304,Chamaeleo africanus,1,0,0,0,A,0
R03305,Chamaeleo calyptratus,1,0,0,0,Q,0
R03306,Chamaeleo chamaeleon,1,0,0,0,A,0
R03307,Chamaemelum fuscatum,1,0,0,0,A,0
R03308,Chamaemelum nobile,1,0,0,0,A,0
R03311,Chamaerops humilis,1,0,0,0,A,0
R03326,Chamaesyrphus caledonicus,1,0,0,0,A,0
R03327,Chambeyronia macrocarpa,1,0,0,0,A,0
R03329,Champsodon nudivittis,0,0,1,0,A,0
R03330,Channa argus,0,1,0,0,A,0
R03333,Channa panaw,0,1,0,0,A,0
R03335,Chara connivens,0,0,1,1,A,0
R03337,Charpentieria itala,1,0,0,0,NULL,0
R03338,Charpentieria itala braunii,1,0,0,0,NULL,0
R03341,Charybdis (Charybdis) feriata,0,0,1,0,A,0
R03342,Charybdis hellerii,0,0,1,0,A,0
R03344,Chasmanthe bicolor,1,0,0,0,A,0
R03345,Chasmanthe floribunda,1,0,0,0,A,0
R03346,Chasmanthium latifolium,1,0,0,0,A,0
R03348,Chattonella marina var. antiqua,0,0,1,0,A,0
R03349,Chauna torquata,1,0,0,0,Q,0
R03351,Cheiracanthium mildei,1,0,0,0,A,0
R03353,Cheirolophus sempervirens,1,0,0,0,A,0
R03354,Chelicorophium curvispinum,0,1,0,1,A,0
R03355,Chelicorophium robustum,0,1,0,0,A,0
