code,name,terrestrial,freshwater,marine,oligohaline,status,eu_concern
R00001,Abax parallelus,1,0,0,0,A,0
R00003,Abelia x grandiflora,1,0,0,0,A,0
R00004,Abgrallaspis cyanophylli,1,0,0,0,C,0
R00005,Abies alba,1,0,0,0,A,0
R00006,Abies balsamea,1,0,0,0,A,0
R00007,Abies cephalonica,1,0,0,0,A,0
R00008,Abies concolor,1,0,0,0,A,0
R00010,Abies fraseri,1,0,0,0,A,0
R00011,Abies grandis,1,0,0,0,A,0
R00012,Abies lasiocarpa,1,0,0,0,A,0
R00013,Abies nordmanniana,1,0,0,0,A,0
R00014,Abies pinsapo,1,0,0,0,A,0
R00015,Abies procera,1,0,0,0,A,0
R00016,Abies sibirica,1,0,0,0,A,0
R00017,Abies veitchii,1,0,0,0,A,0
R00019,Abies x insignis,1,0,0,0,Q,0
R00021,Ablattaria laevigata,1,0,0,0,A,0
R00022,Ablerus perspeciosus,1,0,0,0,A,0
R00024,Abramis brama,0,1,0,0,A,0
R00025,Ballerus sapa,0,1,0,0,Q,0
R00026,Abronia fragrans,1,0,0,0,A,0
R00029,Aburria cumanensis,1,0,0,0,Q,0
R00030,Abutilon grandifolium,1,0,0,0,A,0
R00031,Abutilon sonneratianum,1,0,0,0,A,0
R00032,Abutilon striatum,1,0,0,0,A,0
R00033,Abutilon theophrasti,1,0,0,0,A,0
R00034,Abutilon x hybridum,1,0,0,0,Q,0
R00035,Acacia baileyana,1,0,0,0,A,0
R00037,Acacia cultriformis,1,0,0,0,A,0
R00038,Acacia cyclops,1,0,0,0,A,0
R00039,Acacia dealbata,1,0,0,0,A,0
R00040,Acacia decurrens,1,0,0,0,A,0
R00041,Acacia farnesiana,1,0,0,0,A,0
R00042,Acacia karroo,1,0,0,0,A,0
R00043,Acacia ligulata,1,0,0,0,A,0
R00044,Acacia longifolia,1,0,0,0,A,0
R00045,Acacia longifolia subsp. sophorae,1,0,0,0,A,0
R00046,Acacia mearnsii,1,0,0,0,A,0
R00047,Acacia melanoxylon,1,0,0,0,A,0
R00048,Acacia neriifolia,1,0,0,0,A,0
R00050,Acacia pycnantha,1,0,0,0,A,0
R00051,Acacia retinodes,1,0,0,0,A,0
R00052,Acacia salicina,1,0,0,0,A,0
R00053,Acacia saligna,1,0,0,0,A,0
R00054,Acacia terminalis,1,0,0,0,A,0
R00055,Acacia verticillata,1,0,0,0,A,0
R00056,Acaena anserinifolia x inermis,1,0,0,0,A,0
R00057,Acaena inermis,1,0,0,0,A,0
R00058,Acaena microphylla,1,0,0,0,A,0
R00059,Acaena novae-zelandiae,1,0,0,0,A,0
R00061,Acaena ovalifolia,1,0,0,0,A,0
R00064,Acalypha australis,1,0,0,0,A,0
R00065,Acalypha indica,1,0,0,0,A,0
R00066,Acalypha virginica,1,0,0,0,A,0
R00067,Acalyptris platani,1,0,0,0,A,0
R00068,Acanalonia conica,1,0,0,0,A,0
R00070,Acanthocephalus lucii,0,1,0,0,C,0
R00071,Acanthocheilonema perstans,1,0,0,0,A,0
R00072,Acanthocinus aedilis,1,0,0,0,A,0
R00074,Acanthocinus griseus,1,0,0,0,A,0
R00075,Acanthocinus reticulatus,1,0,0,0,A,0
R00076,Acanthocnemus nigricans,1,0,0,0,A,0
R00079,Acantholyda erythrocephala,1,0,0,0,A,0
R00080,Acantholyda laricis,1,0,0,0,A,0
R00082,Acanthophora nayadiformis,0,0,1,0,C,0
R00085,Acanthoscelides obtectus,1,0,0,0,A,0
R00086,Acanthoscelides pallidipennis,1,0,0,0,A,0
R00087,Acanthoscurria geniculata,1,0,0,0,Q,0
R00088,Acanthospermum hispidum,1,0,0,0,A,0
R00089,Acanthospermum humile,1,0,0,0,A,0
R00090,Acanthoxyla geisovii,1,0,0,0,A,0
R00091,Acanthoxyla inermis,1,0,0,0,A,0
R00095,Acanthus mollis,1,0,0,0,A,0
R00096,Acanthus spinosus,1,0,0,0,A,0
R00097,Acaphylla theae,1,0,0,0,A,0
R00099,Acar plicata,0,0,1,0,A,0
R00102,Acartia (Acartiura) omorii,0,0,1,0,A,0
R00104,Acartia tonsa,0,0,1,1,C,0
R00105,Acaudaleyrodes rachiphora,1,0,0,0,A,0
R00107,Accipiter nisus,1,0,0,0,C,0
R00109,Acer campestre,1,0,0,0,A,0
R00110,Acer cappadocicum,1,0,0,0,A,0
R00111,Acer circinatum,1,0,0,0,A,0
R00113,Acer heldreichii,1,0,0,0,A,0
R00115,Acer monspessulanum,1,0,0,0,A,0
R00116,Acer negundo,1,0,0,0,A,0
R00118,Acer palmatum,1,0,0,0,A,0
R00119,Acer platanoides,1,0,0,0,A,0
R00120,Acer pseudoplatanus,1,0,0,0,A,0
R00121,Acer rufinerve,1,0,0,0,A,0
R00122,Acer saccharinum,1,0,0,0,A,0
R00123,Acer saccharum,1,0,0,0,A,0
R00124,Acer spicatum,1,0,0,0,A,0
R00126,Acer tataricum subsp. ginnala,1,0,0,0,A,0
R00127,Acer tataricum subsp. tataricum,1,0,0,0,A,0
R00128,Acer tegmentosum,1,0,0,0,A,0
R00129,Aceratoneuromyia indica,1,0,0,0,A,0
R00130,Aceria erinea,1,0,0,0,A,0
R00131,Aceria mangiferae,1,0,0,0,A,0
R00132,Aceria sheldoni,1,0,0,0,A,0
R00133,Aceria stefanii,1,0,0,0,A,0
R00134,Aceria tamaricis,1,0,0,0,A,0
R00135,Aceria tristriata,1,0,0,0,A,0
R00142,Acheta domesticus,1,0,0,0,A,0
R00143,Achillea ageratum,1,0,0,0,A,0
R00145,Achillea biebersteinii,1,0,0,0,A,0
R00147,Achillea collina,1,0,0,0,A,0
R00148,Achillea crithmifolia,1,0,0,0,A,0
R00149,Achillea distans,1,0,0,0,A,0
R00150,Achillea distans subsp. tanacetifolia,1,0,0,0,A,0
R00151,Achillea filipendulina,1,0,0,0,A,0
R00152,Achillea grandifolia,1,0,0,0,A,0
R00153,Achillea ligustica,1,0,0,0,A,0
R00155,Achillea millefolium,1,0,0,0,A,0
R00157,Achillea nobilis,1,0,0,0,A,0
R00159,Achillea ptarmica,1,0,0,0,A,0
R00161,Achillea roseoalba,1,0,0,0,C,0
R00163,Achillea setacea,1,0,0,0,A,0
R00165,Achnatherum calamagrostis,1,0,0,0,A,0
R00166,Achnatherum hymenoides,1,0,0,0,A,0
R00167,Achnatherum splendens,1,0,0,0,A,0
R00168,Achrophyllum dentatum,1,0,0,0,A,0
R00169,Achyranthes aspera,1,0,0,0,A,0
R00171,Acidovorax citrulli,0,0,0,0,A,0
R00172,Acinipe hesperica,1,0,0,0,Q,0
R00176,Acipenser gueldenstaedtii,0,1,0,1,A,0
R00179,Acipenser ruthenus,0,1,0,1,A,0
R00181,Acipenser stellatus,0,1,0,1,A,0
R00182,Acipenser transmontanus,0,1,0,1,A,0
R00183,Acipenserobdella volgensis,1,0,0,0,NULL,0
R00184,Acizzia acaciaebaileyanae,1,0,0,0,A,0
R00185,Acizzia hollisi,1,0,0,0,A,0
R00186,Acizzia jamatonica,1,0,0,0,A,0
R00187,Acizzia uncatoides,1,0,0,0,A,0
R00188,Acleris undulana,1,0,0,0,A,0
R00189,Acleris variegana,1,0,0,0,A,0
R00193,Aconitum napellus,1,0,0,0,A,0
R00194,Aconitum napellus subsp. lusitanicum,1,0,0,0,A,0
R00197,Aconitum reclinatum,1,0,0,0,A,0
R00199,Aconitum variegatum,1,0,0,0,A,0
R00200,Aconitum x cammarum,1,0,0,0,A,0
R00201,Aconogonon coriarium,1,0,0,0,Q,0
R00203,Aconogonon savatieri,1,0,0,0,Q,0
R00206,Acontia crocata,1,0,0,0,A,0
R00207,Acorus calamus,0,1,0,0,A,0
R00208,Acorus gramineus,1,1,0,0,A,0
R00209,Acremonium cucurbitacearum,1,0,0,0,A,0
R00210,Acridotheres cristatellus,1,0,0,0,A,0
R00212,Acridotheres tristis,1,0,0,0,A,0
R00213,Acritus analis,1,0,0,0,A,0
R00214,Acritus nigricornis,1,0,0,0,Q,0
R00218,Acrocinus longimanus,1,0,0,0,A,0
R00219,Acrocrypta purpurea,1,0,0,0,A,0
R00225,Acrotelsa collaris,1,0,0,0,Q,0
R00226,Acrothamnion preissii,0,0,1,0,A,0
R00227,Acrothrix gracilis,0,0,1,0,A,0
R00229,Acrotona parens,1,0,0,0,A,0
R00230,Acrotona pseudotenera,1,0,0,0,A,0
R00231,Acrotrichis cognata,1,0,0,0,A,0
R00232,Acrotrichis henrici,1,0,0,0,A,0
R00233,Acrotrichis insularis,1,0,0,0,A,0
R00234,Acrotrichis josephi,1,0,0,0,A,0
R00235,Acrotrichis sanctaehelenae,1,0,0,0,A,0
R00237,Actaea rubra,1,0,0,0,A,0
R00238,Acteocina crithodes,0,0,1,0,A,0
R00239,Acteocina mucronata,0,0,1,0,A,0
R00242,Actinidia arguta,1,0,0,0,A,0
R00243,Actinidia chinensis,1,0,0,0,A,0
R00244,Actinidia deliciosa,1,0,0,0,A,0
R00245,Actinocleidus oculatus,0,1,0,0,A,0
R00246,Actinocleidus recurvatus,0,1,0,0,A,0
R00247,Actinocyclus normanii,0,1,0,0,A,0
R00248,Actinopteryx fucicola,1,0,0,0,A,0
R00250,Actumnus globulus,0,0,1,0,A,0
R00251,Aculops allotrichus,1,0,0,0,A,0
R00252,Aculops fuchsiae,1,0,0,0,A,0
R00253,Aculops lycopersici,1,0,0,0,Q,0
R00254,Aculops pelekassi,1,0,0,0,A,0
R00255,Acyrthosiphon auriculae,1,0,0,0,C,0
R00256,Acyrthosiphon caraganae,1,0,0,0,A,0
R00257,Acyrthosiphon ignotum,1,0,0,0,Q,0
R00258,Acyrthosiphon kondoi,1,0,0,0,A,0
R00260,Acyrthosiphon pisum,1,0,0,0,C,0
R00261,Acyrthosiphon primulae,1,0,0,0,A,0
R00267,Adelges laricis,1,0,0,0,A,0
R00276,Adenostyles alliariae,1,0,0,0,A,0
R00277,Adiantum capillus-veneris,1,0,0,0,A,0
R00278,Adiantum diaphanum,1,0,0,0,A,0
R00279,Adiantum hispidulum,1,0,0,0,A,0
R00280,Adiantum raddianum,1,0,0,0,A,0
R00281,Adistemia watsoni,1,0,0,0,C,0
R00283,Adonis aestivalis subsp. aestivalis,1,0,0,0,Q,0
R00284,Adonis annua,1,0,0,0,A,0
R00285,Adonis flammea,1,0,0,0,A,0
R00286,Adonis microcarpa,1,0,0,0,Q,0
R00287,Adota maritima,1,0,0,0,Q,0
R00288,Adoxa moschatellina,1,0,0,0,C,0
R00289,Adoxophyes orana,1,0,0,0,A,0
R00294,Aedes vexans,1,0,0,0,A,0
R00295,Aegilops columnaris,1,0,0,0,A,0
R00296,Aegilops cylindrica,1,0,0,0,A,0
R00297,Aegilops geniculata,1,0,0,0,A,0
R00298,Aegilops juvenalis,1,0,0,0,A,0
R00299,Aegilops markgrafii,1,0,0,0,A,0
R00300,Aegilops neglecta,1,0,0,0,A,0
R00301,Aegilops speltoides,1,0,0,0,Q,0
R00302,Aegilops tauschii,1,0,0,0,A,0
R00303,Aegilops triuncialis,1,0,0,0,A,0
R00304,Aegilops ventricosa,1,0,0,0,A,0
R00305,Aegopinella nitens,1,0,0,0,NULL,0
R00306,Aegopinella nitidula,1,0,0,0,NULL,0
R00307,Aegopinella pura,1,0,0,0,NULL,0
R00308,Aegopis verticillus,1,0,0,0,NULL,0
R00309,Aegopodium podagraria,1,0,0,0,A,0
R00311,Aelosoma bengalese,1,0,0,0,NULL,0
R00312,Aeluropus littoralis,1,0,0,0,A,0
R00313,Aelurostrongylus abstrusus,1,0,0,0,C,0
R00315,Aeolosoma headleyi,0,1,0,0,Q,0
R00317,Aeolothrips collaris,1,0,0,0,A,0
R00318,Aeolothrips fasciatus,1,0,0,0,A,0
R00322,Aeolothrips linarius,1,0,0,0,A,0
R00325,Aeolothrips tenuicornis,1,0,0,0,A,0
R00327,Aeolothrips wittmeri,1,0,0,0,A,0
R00328,Aeonium arboreum,1,0,0,0,A,0
R00329,Aeonium cuneatum,1,0,0,0,A,0
R00330,Aeonium decorum,1,0,0,0,A,0
R00331,Aeonium glutinosum,1,0,0,0,A,0
R00332,Aeonium haworthii,1,0,0,0,A,0
R00333,Aeonium simsii,1,0,0,0,A,0
R00334,Aerococcus viridans,1,1,0,0,C,0
R00336,Aeromonas salmonicida subsp. salmonicida,0,1,0,0,C,0
R00337,Aeschynomene americana,1,0,0,0,A,0
R00338,Aeschynomene indica,1,1,0,0,A,0
R00340,Aesculus flava,1,0,0,0,A,0
R00341,Aesculus hippocastanum,1,0,0,0,A,0
R00342,Aesculus indica,1,0,0,0,A,0
R00343,Aesculus parviflora,1,0,0,0,A,0
R00344,Aesculus pavia,1,0,0,0,A,0
R00350,Aetheorhiza bulbosa,1,0,0,0,A,0
R00351,Aethina tumida,1,0,0,0,A,0
R00355,Aethusa cynapium subsp. cynapium,1,0,0,0,Q,0
R00359,Afrocardium richardi,0,0,1,0,A,0
R00360,Agabiformius lentus,1,0,0,0,A,0
R00361,Agama agama,1,0,0,0,Q,0
R00362,Agama planiceps,1,0,0,0,Q,0
R00363,Agapanthus praecox,1,0,0,0,A,0
R00364,Agapornis canus,1,0,0,0,Q,0
R00365,Agapornis fischeri,1,0,0,0,Q,0
R00366,Agapornis lilianae,1,0,0,0,Q,0
R00367,Agapornis personatus,1,0,0,0,A,0
R00369,Agapornis roseicollis,1,0,0,0,Q,0
R00370,Agapornis taranta,1,0,0,0,Q,0
R00371,Agardhiella subulata,0,0,1,0,A,0
R00376,Agassiziella angulipennis,1,0,0,0,A,0
R00377,Agastache foeniculum,1,0,0,0,A,0
R00378,Agastache urticifolia,1,0,0,0,A,0
R00380,Agathomyia wankowiczii,1,0,0,0,A,0
R00382,Agave americana subsp. americana,1,0,0,0,A,0
R00384,Agave atrovirens,1,0,0,0,A,0
R00385,Agave attenuata,1,0,0,0,A,0
R00387,Agave fourcroydes,1,0,0,0,A,0
R00388,Agave salmiana var. ferox,1,0,0,0,A,0
R00389,Agave sisalana,1,0,0,0,A,0
R00390,Agdistis adactyla,1,0,0,0,A,0
R00392,Ageniaspis citricola,1,0,0,0,A,0
R00393,Ageniaspis fuscicollis,1,0,0,0,A,0
R00394,Ageratina adenophora,1,0,0,0,A,0
R00395,Ageratina altissima,1,0,0,0,A,0
R00396,Ageratina riparia,1,0,0,0,A,0
R00397,Ageratum conyzoides,1,0,0,0,A,0
R00398,Ageratum houstonianum,1,0,0,0,A,0
R00399,Aglaospora profusa,1,0,0,0,A,0
R00400,Aglaothamnion feldmanniae,0,0,1,0,A,0
R00401,Aglaothamnion halliae,0,0,1,0,A,0
R00402,Aglenus brunneus,1,0,0,0,C,0
R00403,Aglossa caprealis,1,0,0,0,A,0
R00404,Aglossa pinguinalis,1,0,0,0,A,0
R00405,Aglyptinus agathidioides,1,0,0,0,Q,0
R00407,Agrilus angustulus,1,0,0,0,A,0
R00409,Agrilus planipennis,1,0,0,0,A,0
R00410,Agrilus sinuatus,1,0,0,0,A,0
R00411,Agrimonia eupatoria subsp. grandis,1,0,0,0,A,0
R00412,Agrimonia pilosa,1,0,0,0,A,0
R00413,Agrimonia procera,1,0,0,0,A,0
R00417,Agriotes sordidus,1,0,0,0,A,0
R00418,Rhizobium rhizogenes,1,0,0,0,A,0
R00419,Rhizobium radiobacter,1,0,0,0,A,0
R00421,Agrocybe putaminum,1,0,0,0,C,0
R00423,Agropyron cristatum,1,0,0,0,A,0
R00424,Agropyron dasyanthum,1,0,0,0,A,0
R00425,Agropyron desertorum,1,0,0,0,A,0
R00426,Agropyron fragile,1,0,0,0,A,0
R00429,Agrostemma githago subsp. githago,1,0,0,0,A,0
R00433,Agrostis billardierei,1,0,0,0,A,0
R00434,Agrostis capillaris,1,0,0,0,A,0
R00437,Agrostis castellana,1,0,0,0,A,0
R00438,Agrostis eriantha,1,0,0,0,A,0
R00439,Agrostis exarata,1,0,0,0,A,0
R00440,Agrostis gigantea,1,0,0,0,A,0
R00441,Agrostis gigantea x stolonifera,1,0,0,0,A,0
R00442,Agrostis hyemalis,1,0,0,0,A,0
R00443,Agrostis lachnantha,1,0,0,0,A,0
R00444,Agrostis nebulosa,1,0,0,0,A,0
R00446,Agrostis pourretii,1,0,0,0,A,0
R00447,Agrostis scabra,1,0,0,0,A,0
R00451,Agrostis x bjoerkmanii,1,0,0,0,A,0
R00456,Ahasverus advena,1,0,0,0,A,0
R00457,Ahasverus excisus,1,0,0,0,Q,0
R00458,Ahnfeltiopsis flabelliformis,0,0,1,0,A,0
R00459,Aichryson dichotomum,1,0,0,0,A,0
R00460,Ailanthus altissima,1,0,0,0,A,0
R00461,Aiptasia pulchella,0,0,1,0,A,0
R00462,Aira caryophyllea,1,0,0,0,A,0
R00464,Aira elegantissima,1,0,0,0,A,0
R00465,Airaphilus nasutus,1,0,0,0,Q,0
R00466,Aix galericulata,1,1,0,0,A,0
R00467,Aix sponsa,1,1,0,0,A,0
R00468,Aizoon canariense,1,0,0,0,A,0
R00469,Aizoon hispanicum,1,0,0,0,A,0
R00470,Ajuga chamaepitys,1,0,0,0,A,0
R00471,Ajuga chamaepitys subsp. chia,1,0,0,0,A,0
R00472,Ajuga genevensis,1,0,0,0,A,0
R00474,Ajuga pyramidalis,1,0,0,0,A,0
R00475,Ajuga reptans,1,0,0,0,A,0
R00476,Akebia quinata,1,0,0,0,A,0
R00477,Albizia julibrissin,1,0,0,0,A,0
R00480,Albugo candida,1,0,0,0,C,0
R00481,Alburnus alburnus,0,1,0,0,A,0
R00483,Alburnus tarichi,0,1,0,0,A,0
R00484,Alcea biennis,1,0,0,0,A,0
R00486,Alcea rosea,1,0,0,0,A,0
R00487,Alcea setosa,1,0,0,0,A,0
R00491,Alchemilla alpina,1,0,0,0,A,0
R00492,Alchemilla baltica,1,0,0,0,A,0
R00493,Alchemilla conjuncta,1,0,0,0,A,0
R00494,Alchemilla cymatophylla,1,0,0,0,A,0
R00495,Alchemilla gibberulosa,1,0,0,0,A,0
R00496,Alchemilla glabricaulis,1,0,0,0,A,0
R00497,Alchemilla glaucescens,1,0,0,0,C,0
R00498,Alchemilla heptagona,1,0,0,0,A,0
R00499,Alchemilla hirsuticaulis,1,0,0,0,A,0
R00500,Alchemilla leiophylla,1,0,0,0,A,0
R00501,Alchemilla micans,1,0,0,0,A,0
R00502,Alchemilla mollis,1,0,0,0,A,0
R00503,Alchemilla monticola,1,0,0,0,C,0
R00504,Alchemilla plicata,1,0,0,0,A,0
R00505,Alchemilla propinqua,1,0,0,0,A,0
R00507,Alchemilla sarmatica,1,0,0,0,A,0
R00508,Alchemilla semilunaris,1,0,0,0,A,0
R00509,Alchemilla sericata,1,0,0,0,A,0
R00510,Alchemilla speciosa,1,0,0,0,A,0
R00511,Alchemilla splendens,1,0,0,0,A,0
R00512,Alchemilla subcrenata,1,0,0,0,A,0
R00513,Alchemilla subglobosa,1,0,0,0,A,0
R00514,Alchemilla tytthantha,1,0,0,0,A,0
R00517,Alectoris barbara,1,0,0,0,A,0
R00518,Alectoris chukar,1,0,0,0,A,0
R00519,Alectoris graeca,1,0,0,0,A,0
R00520,Alectoris rufa,1,0,0,0,A,0
R00521,Aleochara bipustulata,1,0,0,0,A,0
R00522,Aleochara clavicornis,1,0,0,0,A,0
R00523,Aleochara gaudiuscula,1,0,0,0,Q,0
R00524,Aleochara puberula,1,0,0,0,C,0
R00525,Aleochara sparsa,1,0,0,0,A,0
R00526,Alepes djedaba,0,0,1,0,A,0
R00528,Aleurochiton acerinus,1,0,0,0,Q,0
R00531,Aleurodicus dispersus,1,0,0,0,A,0
R00532,Aleurodothrips fasciapennis,1,0,0,0,C,0
R00533,Aleurolobus marlatti,1,0,0,0,A,0
R00534,Aleurolobus olivinus,1,0,0,0,Q,0
R00536,Aleuropteridis filicicola,1,0,0,0,A,0
R00537,Aleuropteryx juniperi,1,0,0,0,Q,0
R00538,Aleurothrixus floccosus,1,0,0,0,A,0
R00539,Aleurotrachelus atratus,1,0,0,0,A,0
R00540,Aleurotulus nephrolepidis,1,0,0,0,A,0
R00543,Alexandrium leei,0,0,1,0,A,0
R00544,Alexandrium minutum,0,0,1,0,C,0
R00545,Alexandrium ostenfeldii,0,0,1,0,A,0
R00548,Alexandrium taylori,0,0,1,0,A,0
R00549,Aleyrodes proletella,1,0,0,0,C,0
R00550,Alfalfa mosaic virus,0,0,0,0,NULL,0
R00551,Alhagi maurorum,1,0,0,0,A,0
R00552,Alisma lanceolatum,1,1,0,0,A,0
R00556,Allamanda cathartica,1,0,0,0,A,0
R00557,Alliaria petiolata,1,0,0,0,C,0
R00559,Allium altissimum,1,0,0,0,A,0
R00560,Allium ampeloprasum,1,0,0,0,A,0
R00561,Allium angulosum,1,0,0,0,A,0
R00562,Allium atropurpureum,1,0,0,0,A,0
R00563,Allium atroviolaceum,1,0,0,0,A,0
R00564,Allium carinatum,1,0,0,0,A,0
R00565,Allium cepa,1,0,0,0,A,0
R00567,Allium cristophii,1,0,0,0,A,0
R00569,Allium fistulosum,1,0,0,0,A,0
R00570,Allium flavum,1,0,0,0,A,0
R00571,Allium hollandicum,1,0,0,0,A,0
R00572,Allium moly,1,0,0,0,A,0
R00574,Allium neapolitanum,1,0,0,0,A,0
R00575,Allium nigrum,1,0,0,0,A,0
R00577,Allium oleraceum,1,0,0,0,A,0
R00578,Allium paniculatum,1,0,0,0,A,0
R00582,Allium pendulinum,1,0,0,0,A,0
R00584,Allium roseum,1,0,0,0,A,0
R00585,Allium rotundum,1,0,0,0,A,0
R00586,Allium sativum,1,0,0,0,A,0
R00589,Allium schoenoprasum subsp. schoenoprasum,1,0,0,0,A,0
R00590,Allium scorodoprasum,1,0,0,0,A,0
R00592,Allium sphaerocephalon,1,0,0,0,A,0
R00593,Allium subhirsutum,1,0,0,0,A,0
R00594,Allium subvillosum,1,0,0,0,A,0
R00595,Allium triquetrum,1,0,0,0,A,0
R00596,Allium unifolium,1,0,0,0,A,0
R00597,Allium ursinum,1,0,0,0,A,0
R00598,Allium victorialis,1,0,0,0,A,0
R00599,Allium vineale,1,0,0,0,A,0
R00600,Allium zebdanense,1,0,0,0,A,0
R00602,Allolobophora parva,1,0,0,0,NULL,0
R00603,Allolobophora rosea,1,0,0,0,NULL,0
R00604,Allolobophora smaragdina,1,0,0,0,NULL,0
R00605,Allolobophoridella eiseni,1,0,0,0,NULL,0
R00606,Allonyx quadrimaculatus,1,0,0,0,Q,0
R00607,Allopauropus pseudomillotianus,1,0,0,0,A,0
R00609,Alnus cordata,1,0,0,0,A,0
R00610,Alnus glutinosa,1,0,0,0,A,0
R00612,Alnus incana,1,0,0,0,A,0
R00613,Alnus incana subsp. rugosa,1,0,0,0,A,0
R00614,Alnus japonica,1,0,0,0,A,0
R00615,Alnus maritima,1,0,0,0,A,0
R00616,Alnus rubra,1,0,0,0,A,0
R00617,Alnus viridis,1,0,0,0,A,0
R00620,Alocentron curvirostre,1,0,0,0,A,0
R00621,Aloe arborescens,1,0,0,0,A,0
R00622,Aloe brevifolia,1,0,0,0,A,0
R00623,Aloe ciliaris,1,0,0,0,A,0
R00624,Aloe ferox,1,0,0,0,A,0
R00626,Aloe maculata,1,0,0,0,A,0
R00627,Aloe plicatilis,1,0,0,0,A,0
R00629,Aloe succotrina,1,0,0,0,A,0
R00630,Aloe variegata,1,0,0,0,A,0
R00631,Aloe vera,1,0,0,0,A,0
R00632,Aloephagus myersi,1,0,0,0,A,0
R00636,Alopecurus aequalis,1,0,0,0,A,0
R00637,Alopecurus brachystachys,1,0,0,0,Q,0
R00638,Alopecurus geniculatus,1,0,0,0,A,0
R00640,Alopecurus myosuroides,1,0,0,0,A,0
R00642,Alopecurus pratensis subsp. pratensis,1,0,0,0,A,0
R00643,Alopecurus rendlei,1,0,0,0,A,0
R00644,Alopochen aegyptiaca,1,1,0,0,A,1
R00655,Alpheus inopinatus,0,0,1,0,A,0
R00656,Alpheus migrans,0,0,1,0,A,0
R00657,Alpheus rapacida,0,0,1,0,A,0
R00658,Alphitobius diaperinus,1,0,0,0,A,0
R00659,Alphitobius laevigatus,1,0,0,0,A,0
R00660,Alphitophagus bifasciatus,1,0,0,0,C,0
R00661,Alpinia zerumbet,1,0,0,0,A,0
R00662,Alstroemeria aurea,1,0,0,0,A,0
R00663,Alstroemeria pulchella,1,0,0,0,A,0
R00665,Alternanthera caracasana,1,0,0,0,A,0
R00668,Alternanthera paronychioides,1,0,0,0,A,0
R00669,Alternanthera philoxeroides,1,1,0,0,A,1
R00670,Alternanthera pungens,1,0,0,0,A,0
R00671,Alternanthera sessilis,1,1,0,0,A,0
R00673,Alternaria alternata f. sp. citri,1,0,0,0,A,0
R00676,Alternaria citri,1,0,0,0,A,0
R00677,Alternaria gaisen,1,0,0,0,A,0
R00679,Alternaria mali,1,0,0,0,A,0
R00680,Alternaria radicina,1,0,0,0,C,0
R00681,Alternaria saponariae,1,0,0,0,C,0
R00682,Alternaria triticina,1,0,0,0,A,0
R00683,Althaea armeniaca,1,0,0,0,A,0
R00684,Althaea cannabina,1,0,0,0,A,0
R00685,Althaea hirsuta,1,0,0,0,A,0
R00686,Althaea longiflora,1,0,0,0,A,0
R00687,Althaea officinalis,1,0,0,0,A,0
R00689,Altica ampelophaga,1,0,0,0,A,0
R00690,Alvania dorbignyi,0,0,1,0,C,0
R00691,Alyssum alyssoides,1,0,0,0,A,0
R00694,Alyssum corsicum,1,0,0,0,A,0
R00695,Alyssum dasycarpum,1,0,0,0,A,0
R00696,Alyssum desertorum,1,0,0,0,A,0
R00698,Alyssum hirsutum,1,0,0,0,A,0
R00700,Alyssum linifolium,1,0,0,0,A,0
R00705,Alyssum murale,1,0,0,0,A,0
R00706,Alyssum rostratum,1,0,0,0,A,0
R00707,Alyssum scutigerum,1,0,0,0,A,0
R00708,Alyssum simplex,1,0,0,0,A,0
R00709,Alyssum tortuosum,1,0,0,0,C,0
R00710,Alyssum wierzbickii,1,0,0,0,A,0
R00711,Alytes obstetricans,1,1,0,0,A,0
R00712,Amadina fasciata,1,0,0,0,A,0
R00713,Amandava amandava,1,0,0,0,A,0
R00715,Amandava subflava,1,0,0,0,Q,0
R00716,Amanita inopinata,1,0,0,0,A,0
R00719,Amara aenea,1,0,0,0,Q,0
R00720,Amara anthobia,1,0,0,0,A,0
R00721,Amara aulica,1,0,0,0,Q,0
R00722,Amara cursitans,1,0,0,0,Q,0
R00723,Amara majuscula,1,0,0,0,C,0
R00724,Amara montivaga,1,0,0,0,Q,0
R00726,Amaranthus albus,1,0,0,0,A,0
R00727,Amaranthus blitoides,1,0,0,0,A,0
R00728,Amaranthus blitum,1,0,0,0,A,0
R00731,Amaranthus blitum subsp. emarginatus,1,0,0,0,A,0
R00732,Amaranthus capensis,1,0,0,0,A,0
R00736,Amaranthus caudatus subsp. caudatus,1,0,0,0,A,0
R00738,Amaranthus clementii,1,0,0,0,A,0
R00739,Amaranthus crispus,1,0,0,0,A,0
R00740,Amaranthus cruentus,1,0,0,0,A,0
R00742,Amaranthus deflexus,1,0,0,0,A,0
R00744,Amaranthus graecizans subsp. sylvestris,1,0,0,0,A,0
R00746,Amaranthus hybridus,1,0,0,0,A,0
R00752,Amaranthus hypochondriacus,1,0,0,0,A,0
R00759,Amaranthus mitchellii,1,0,0,0,A,0
R00760,Amaranthus muricatus,1,0,0,0,A,0
R00761,Amaranthus palmeri,1,0,0,0,A,0
R00764,Amaranthus powellii,1,0,0,0,A,0
R00768,Amaranthus retroflexus,1,0,0,0,A,0
R00770,Amaranthus spinosus,1,0,0,0,A,0
R00771,Amaranthus standleyanus,1,0,0,0,A,0
R00772,Amaranthus thellungianus,1,0,0,0,A,0
R00773,Amaranthus thunbergii,1,0,0,0,A,0
R00774,Amaranthus tricolor,1,0,0,0,A,0
R00775,Amaranthus tuberculatus,1,0,0,0,A,0
